:Item Number,PriceA,PriceB,PriceC,PriceD,PriceE,PriceF,PriceWD,CorePrice
R377TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R378TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R379TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R380TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R381TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R382TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R383TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R384TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R385TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R386TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R387TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R388TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R389TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R390TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R391TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R392TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R393TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R394TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R395TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R396TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R397TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R398TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R399TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R400TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R401TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R402TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R403TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R404TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R405TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R406TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R407TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R408TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R409TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R410TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R411TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R412TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R413TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R414TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R415TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R416TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R417TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R418TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R419TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R420TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R421TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R422TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R423TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R424TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R425TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R426TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R427TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R428TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R429TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R430TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R431TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R432TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R433TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R434TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R435TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R436TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R437TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R438TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R439TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R440TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R441TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R442TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R443TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R444TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R445TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R446TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R447TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R448TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R449TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R450TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R451TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R452TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R453TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R454TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R455TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R456TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R457TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R458TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R459TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R460TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R461TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R462TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R463TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R464TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R465TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R466TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R467TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R468TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R469TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R470TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R471TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R472TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R473TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R474TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R475TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R476TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R477TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R478TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R479TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R480TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R481TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R482TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R483TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R484TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R485TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R486TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R487TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R488TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R489TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R490TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R491TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R492TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R493TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R494TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R495TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R496TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R497TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R498TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R499TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R500TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R501TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R502TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R503TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R504TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R505TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R506TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R507TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R508TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R509TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R510TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R511TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R512TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R513TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R514TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R515TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R516TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R517TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R518TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R519TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R520TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R521TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R522TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R523TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R524TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R525TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R526TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R527TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R528TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R529TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R530TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R531TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R532TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R533TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R534TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R535TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R536TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R537TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R538TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R539TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R540TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R541TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R542TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R543TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R544TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R545TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R546TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R547TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R548TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R549TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R550TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R551TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R552TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R553TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R554TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R555TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R556TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R557TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R558TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R559TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R560TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R561TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R562TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R563TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R564TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R565TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R566TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R567TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R568TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R569TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R570TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R571TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R572TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R573TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R574TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R575TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R576TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R577TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R578TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R579TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R580TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R581TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R582TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R583TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R584TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R585TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R586TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R587TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R588TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R589TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R590TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R591TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R592TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R593TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R594TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R595TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R596TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R597TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R598TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R599TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R600TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R601TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R602TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R603TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R604TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R605TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R606TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R607TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R608TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R609TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R610TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R611TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R612TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R613TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R614TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R615TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R616TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R617TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R618TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R619TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R620TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R621TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R622TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R623TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R624TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R625TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R626TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R627TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R628TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R629TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R630TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R631TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R632TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R633TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R634TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R635TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R636TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R637TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R638TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R639TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R640TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R641TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R642TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R643TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R644TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R645TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R646TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R647TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R648TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R649TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R650TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R651TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R652TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R653TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R654TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R655TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R656TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R657TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R658TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R659TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R660TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R661TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R662TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R663TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R664TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R665TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R666TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R667TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R668TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
R669TS,1.44,1.66,1.91,2.2,2.53,2.91,1.08,0.00
