:Item Number,PriceA,PriceB,PriceC,PriceD,PriceE,PriceF,PriceWD,CorePrice
323-388,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-389,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-390,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-391,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-392,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-393,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-394,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-395,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-396,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-397,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-398,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-399,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-400,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-401,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-402,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-403,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-404,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-405,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-406,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-407,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-408,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-409,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-410,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-411,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-412,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-413,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-414,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-415,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-416,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-417,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-418,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-419,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-420,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-421,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-422,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-423,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-424,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-425,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-426,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-427,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-428,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-429,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-430,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-431,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-432,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-433,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-434,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-435,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-436,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-437,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-438,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-439,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-440,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-441,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-442,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-443,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-444,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-445,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-446,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-447,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-448,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-449,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-450,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-451,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-452,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-453,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-454,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-455,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-456,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-457,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-458,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-459,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-460,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-461,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-462,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-463,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-464,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-465,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-466,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-467,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-468,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-469,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-470,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-471,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-472,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-473,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-474,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-475,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-476,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-477,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-478,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-479,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-480,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-481,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-482,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-483,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-484,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-485,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-486,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-487,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-488,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-489,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-490,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-491,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-492,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-493,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-494,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-495,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-496,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-497,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-498,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-499,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-500,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-501,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-502,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-503,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-504,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-505,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-506,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-507,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-508,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-509,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-510,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-511,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-512,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-513,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-514,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-515,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-516,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-517,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-518,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-519,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-520,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-521,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-522,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-523,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-524,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-525,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-526,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-527,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-528,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-529,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-530,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-531,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-532,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-533,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-534,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-535,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-536,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-537,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-538,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-539,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-540,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-541,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-542,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-543,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-544,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-545,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-546,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-547,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-548,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-549,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-550,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-551,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-552,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-553,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-554,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-555,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-556,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-557,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-558,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-559,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-560,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-561,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-562,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-563,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-564,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-565,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-566,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-567,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-568,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-569,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-570,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-571,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-572,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-573,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-574,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-575,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-576,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-577,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-578,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-579,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-580,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-581,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-582,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-583,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-584,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-585,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-586,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-587,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-588,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-589,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-590,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-591,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-592,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-593,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-594,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-595,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-596,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-597,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-598,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-599,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-600,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-601,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-602,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-603,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-604,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-605,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-606,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-607,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-608,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-609,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-610,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-611,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-612,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-613,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-614,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-615,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-616,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-617,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-618,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-619,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-620,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-621,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-622,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-623,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-624,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-625,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-626,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-627,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-628,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-629,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-630,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-631,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-632,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-633,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-634,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-635,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-636,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-637,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-638,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-639,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-640,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-641,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-642,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-643,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-644,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-645,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-646,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-647,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-648,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-649,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-650,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-651,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-652,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-653,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-654,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-655,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-656,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-657,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-658,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-659,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-660,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-661,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-662,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-663,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-664,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-665,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-666,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-667,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-668,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-669,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-670,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-671,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-672,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-673,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-674,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-675,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-676,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-677,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-678,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-679,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-680,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-681,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-682,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-683,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-684,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-685,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-686,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-687,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-688,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-689,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-690,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-691,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-692,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-693,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-694,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-695,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-696,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-697,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-698,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-699,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-700,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-701,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-702,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-703,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-704,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-705,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-706,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-707,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-708,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-709,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-710,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-711,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-712,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-713,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-714,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-715,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-716,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-717,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-718,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-719,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-720,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-721,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-722,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-723,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-724,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-725,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-726,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-727,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-728,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-729,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-730,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-731,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-732,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-733,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-734,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-735,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-736,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-737,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-738,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-739,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-740,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-741,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-742,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-743,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-744,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-745,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-746,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-747,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-748,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-749,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-750,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-751,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-752,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-753,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-754,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-755,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-756,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-757,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-758,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-759,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-760,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-761,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-762,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-763,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-764,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-765,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-766,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-767,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-768,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-769,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-770,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-771,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-772,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-773,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-774,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
